term_id,japanese,english,german,french,spanish,portuguese,italian,czech,polish,turkish,vietnamese,thai,indonesian,korean,chinese_simplified,chinese_traditional,mexican_spanish,domain,locked
TERM_442,データ収集,data collection,Datenerfassung,collecte de données,recopilación de datos,coleta de dados,raccolta dati,sběr dat,zbieranie danych,veri toplama,thu thập dữ liệu,การรวบรวมข้อมูล,SEM_442,데이터 수집,数据采集,資料收集,recopilación de datos,data,true
TERM_443,データ解析,data analysis,Datenanalyse,analyse de données,análisis de datos,análise de dados,analisi dei dati,analýza dat,analiza danych,veri analizi,phân tích dữ liệu,การวิเคราะห์ข้อมูล,SEM_443,데이터 분석,数据分析,資料分析,análisis de datos,data,true
TERM_444,データベース,database,Datenbank,base de données,base de datos,banco de dados,database,databáze,baza danych,veritabanı,cơ sở dữ liệu,ฐานข้อมูล,SEM_444,데이터베이스,数据库,資料庫,base de datos,data,true
TERM_445,データ通信,data communication,Datenkommunikation,communication de données,comunicación de datos,comunicação de dados,comunicazione dati,datová komunikace,komunikacja danych,veri iletişimi,truyền thông dữ liệu,การสื่อสารข้อมูล,SEM_445,데이터 통신,数据通信,資料通訊,comunicación de datos,data,true
TERM_446,ソフトウェア,software,Software,logiciel,software,software,software,software,oprogramowanie,yazılım,phần mềm,ซอฟต์แวร์,SEM_446,소프트웨어,软件,軟體,software,software,true
TERM_447,ファームウェア,firmware,Firmware,micrologiciel,firmware,firmware,firmware,firmware,oprogramowanie sprzętowe,donanım yazılımı,phần sụn,เฟิร์มแวร์,SEM_447,펌웨어,固件,韌體,firmware,software,true
TERM_448,アップデート,update,Aktualisierung,mise à jour,actualización,atualização,aggiornamento,aktualizace,aktualizacja,güncelleme,cập nhật,การอัปเดต,SEM_448,업데이트,更新,更新,actualización,software,true
TERM_449,バージョン,version,Version,version,versión,versão,versione,verze,wersja,sürüm,phiên bản,เวอร์ชัน,SEM_449,버전,版本,版本,versión,software,true
TERM_450,バックアップ,backup,Sicherung,sauvegarde,copia de seguridad,backup,backup,záloha,kopia zapasowa,yedekleme,sao lưu,สำรองข้อมูล,SEM_450,백업,备份,備份,respaldo,software,true
TERM_451,トラブルシューティング,troubleshooting,Fehlerbehebung,dépannage,solución de problemas,solução de problemas,risoluzione dei problemi,řešení problémů,rozwiązywanie problemów,sorun giderme,khắc phục sự cố,การแก้ไขปัญหา,SEM_451,문제 해결,故障排除,疑難排解,solución de problemas,troubleshooting,true
TERM_452,原因,cause,Ursache,cause,causa,causa,causa,příčina,przyczyna,sebep,nguyên nhân,สาเหตุ,SEM_452,원인,原因,原因,causa,troubleshooting,true
TERM_453,対策,countermeasure,Gegenmaßnahme,contre-mesure,contramedida,contramedida,contromisura,protiopatření,środek zaradczy,karşı önlem,biện pháp đối phó,มาตรการป้องกัน,SEM_453,대책,对策,對策,contramedida,troubleshooting,true
TERM_454,症状,symptom,Symptom,symptôme,síntoma,sintoma,sintomo,příznak,objaw,belirti,triệu chứng,อาการ,SEM_454,증상,症状,症狀,síntoma,troubleshooting,true
TERM_455,修理,repair,Reparatur,réparation,reparación,reparo,riparazione,oprava,naprawa,tamir,sửa chữa,การซ่อมแซม,SEM_455,수리,修理,修理,reparación,troubleshooting,true
TERM_456,交換,replacement,Austausch,remplacement,reemplazo,substituição,sostituzione,výměna,wymiana,değiştirme,thay thế,การเปลี่ยน,SEM_456,교환,更换,更換,reemplazo,replacement,true
TERM_457,寿命,service life,Lebensdauer,durée de vie,vida útil,vida útil,durata di vita,životnost,żywotność,servis ömrü,tuổi thọ,อายุการใช้งาน,SEM_457,수명,寿命,壽命,vida útil,lifetime,true
TERM_458,保証期間,warranty period,Garantiezeit,période de garantie,período de garantía,período de garantia,periodo di garanzia,záruční doba,okres gwarancji,garanti süresi,thời gian bảo hành,ระยะเวลารับประกัน,SEM_458,보증 기간,保修期,保固期間,período de garantía,warranty,true
TERM_459,納期,delivery time,Lieferzeit,délai de livraison,plazo de entrega,prazo de entrega,tempo di consegna,dodací lhůta,czas dostawy,teslimat süresi,thời gian giao hàng,เวลาการจัดส่ง,SEM_459,납기,交货期,交期,plazo de entrega,delivery,true
TERM_460,在庫,stock,Lagerbestand,stock,existencias,estoque,scorta,sklad,zapas,stok,tồn kho,สต็อก,SEM_460,재고,库存,庫存,existencias,stock,true
TERM_461,発注,ordering,Bestellung,commande,pedido,pedido,ordinazione,objednávka,zamówienie,sipariş,đặt hàng,การสั่งซื้อ,SEM_461,발주,订购,訂購,pedido,ordering,true
TERM_462,カスタマイズ,customization,Anpassung,personnalisation,personalización,personalização,personalizzazione,přizpůsobení,dostosowanie,özelleştirme,tùy chỉnh,การปรับแต่ง,SEM_462,커스터마이징,定制,客製化,personalización,customization,true
TERM_463,特注品,custom-made product,Sonderanfertigung,produit sur mesure,producto a medida,produto personalizado,prodotto su misura,zakázková výroba,produkt na zamówienie,özel yapım ürün,sản phẩm đặt làm,ผลิตภัณฑ์สั่งทำพิเศษ,SEM_463,특주품,定制产品,客製品,producto a medida,customization,true
TERM_464,標準品,standard product,Standardprodukt,produit standard,producto estándar,produto padrão,prodotto standard,standardní produkt,produkt standardowy,standart ürün,sản phẩm tiêu chuẩn,ผลิตภัณฑ์มาตรฐาน,SEM_464,표준품,标准产品,標準品,producto estándar,standard,true
TERM_465,シリーズ,series,Serie,série,serie,série,serie,série,seria,seri,loạt,ซีรีส์,SEM_465,시리즈,系列,系列,serie,series,true
TERM_466,型式,model,Modell,modèle,modelo,modelo,modello,model,model,model,mẫu,รุ่น,SEM_466,형식,型号,型號,modelo,model,true
TERM_467,型番,model number,Modellnummer,numéro de modèle,número de modelo,número do modelo,numero di modello,číslo modelu,numer modelu,model numarası,số hiệu,หมายเลขรุ่น,SEM_467,형번,型号,型號,número de modelo,model,true
TERM_468,製造番号,serial number,Seriennummer,numéro de série,número de serie,número de série,numero di serie,sériové číslo,numer seryjny,seri numarası,số sê-ri,หมายเลขซีเรียล,SEM_468,제조 번호,序列号,序號,número de serie,identification,true
TERM_469,ロット番号,lot number,Chargennummer,numéro de lot,número de lote,número de lote,numero di lotto,číslo šarže,numer partii,parti numarası,số lô,หมายเลขล็อต,SEM_469,로트 번호,批号,批號,número de lote,identification,true
TERM_470,オプション,option,Option,option,opción,opção,opzione,volba,opcja,seçenek,tùy chọn,ตัวเลือก,SEM_470,옵션,选项,選配,opción,accessories,true
TERM_471,付属品,accessory,Zubehör,accessoire,accesorio,acessório,accessorio,příslušenství,akcesoria,aksesuar,phụ kiện,อุปกรณ์เสริม,SEM_471,부속품,附件,附件,accesorio,accessories,true
TERM_472,スペアパーツ,spare parts,Ersatzteile,pièces de rechange,repuestos,peças de reposição,ricambi,náhradní díly,części zamienne,yedek parçalar,phụ tùng thay thế,อะไหล่,SEM_472,스페어 파츠,备件,備品,refacciones,spare_parts,true
TERM_473,互換品,compatible product,kompatibles Produkt,produit compatible,producto compatible,produto compatível,prodotto compatibile,kompatibilní produkt,produkt kompatybilny,uyumlu ürün,sản phẩm tương thích,ผลิตภัณฑ์ที่เข้ากันได้,SEM_473,호환품,兼容产品,相容品,producto compatible,compatibility,true
TERM_474,生産終了,discontinued,eingestellt,arrêt de production,descontinuado,descontinuado,fuori produzione,ukončená výroba,wycofany z produkcji,üretimi durdurulmuş,ngừng sản xuất,ยกเลิกการผลิต,SEM_474,생산 종료,停产,停產,descontinuado,obsolescence,true
TERM_475,アップグレード,upgrade,Aufrüstung,mise à niveau,actualización,atualização,aggiornamento,upgrade,uaktualnienie,yükseltme,nâng cấp,อัปเกรด,SEM_475,업그레이드,升级,升級,actualización,upgrade,true
TERM_476,改造,retrofit,Nachrüstung,modernisation,modernización,retrofit,retrofitting,modernizace,modernizacja,yenileme,cải tạo,การปรับปรุงเครื่องจักรเก่า,SEM_476,개조,改造,改裝,modernización,retrofit,true
TERM_477,ねじ種類,thread type,Gewindeart,type de filetage,tipo de rosca,tipo de rosca,tipo di filettatura,typ závitu,typ gwintu,diş tipi,loại ren,ชนิดเกลียว,SEM_477,나사 종류,螺纹类型,螺紋種類,tipo de rosca,thread,true
TERM_478,管径,pipe size,Rohrgröße,diamètre de tuyau,tamaño de tubería,tamanho do tubo,diametro del tubo,velikost potrubí,rozmiar rury,boru boyutu,kích thước ống,ขนาดท่อ,SEM_478,관경,管径,管徑,tamaño de tubería,piping,true
TERM_479,ポート径,port size,Anschlussgröße,taille du port,tamaño de puerto,tamanho da porta,dimensione porta,velikost portu,rozmiar portu,port boyutu,kích thước cổng,ขนาดพอร์ต,SEM_479,포트 경,接口尺寸,接口尺寸,tamaño de puerto,port,true
TERM_480,シール材質,seal material,Dichtungsmaterial,matériau d'étanchéité,material de sellado,material de vedação,materiale di tenuta,materiál těsnění,materiał uszczelniający,conta malzemesi,vật liệu làm kín,วัสดุซีล,SEM_480,시일 재질,密封材料,密封材質,material de sellado,seal,true
TERM_481,パッキン,packing,Packung,joint,empaquetadura,gaxeta,guarnizione,těsnění,uszczelka,conta,đệm,แพ็คกิ้ง,SEM_481,패킹,填料,墊片,empaque,packing,true
TERM_482,ばね,spring,Feder,ressort,resorte,mola,molla,pružina,sprężyna,yay,lò xo,สปริง,SEM_482,스프링,弹簧,彈簧,resorte,spring,true
TERM_483,ダンパ,damper,Dämpfer,amortisseur,amortiguador,amortecedor,ammortizzatore,tlumič,tłumik,sönümleyici,bộ giảm chấn,แดมเปอร์,SEM_483,댐퍼,阻尼器,阻尼器,amortiguador,damper,true
TERM_484,緩衝器,buffer,Puffer,tampon,amortiguador,amortecedor,tampone,nárazník,bufor,tampon,bộ đệm,บัฟเฟอร์,SEM_484,완충기,缓冲器,緩衝器,amortiguador,buffer,true
TERM_485,フィルタエレメント,filter element,Filterelement,élément filtrant,elemento filtrante,elemento filtrante,elemento filtrante,filtrační vložka,wkład filtracyjny,filtre elemanı,phần tử lọc,ชิ้นส่วนกรอง,SEM_485,필터 엘리먼트,滤芯,濾芯,elemento filtrante,filter,true
TERM_486,応答時間,response time,Ansprechzeit,temps de réponse,tiempo de respuesta,tempo de resposta,tempo di risposta,doba odezvy,czas odpowiedzi,yanıt süresi,thời gian đáp ứng,เวลาตอบสนอง,SEM_486,응답 시간,响应时间,響應時間,tiempo de respuesta,performance,true
TERM_487,動作周波数,operating frequency,Betriebsfrequenz,fréquence de fonctionnement,frecuencia de operación,frequência de operação,frequenza di funzionamento,pracovní frekvence,częstotliwość pracy,çalışma frekansı,tần số hoạt động,ความถี่การทำงาน,SEM_487,동작 주파수,工作频率,工作頻率,frecuencia de operación,performance,true
TERM_488,切換頻度,switching frequency,Schaltfrequenz,fréquence de commutation,frecuencia de conmutación,frequência de comutação,frequenza di commutazione,spínací frekvence,częstotliwość przełączania,anahtarlama frekansı,tần số chuyển mạch,ความถี่การสลับ,SEM_488,절환 빈도,切换频率,切換頻率,frecuencia de conmutación,performance,true
TERM_489,デューティ比,duty cycle,Tastgrad,rapport cyclique,ciclo de trabajo,ciclo de trabalho,ciclo di lavoro,pracovní cyklus,współczynnik wypełnienia,görev döngüsü,chu kỳ nhiệm vụ,รอบการทำงาน,SEM_489,듀티비,占空比,工作週期,ciclo de trabajo,performance,true
TERM_490,負荷容量,load capacity,Tragfähigkeit,capacité de charge,capacidad de carga,capacidade de carga,capacità di carico,nosnost,nośność,yük kapasitesi,khả năng chịu tải,ความจุของโหลด,SEM_490,부하 용량,负载容量,負載容量,capacidad de carga,load,true
TERM_491,許容荷重,permissible load,zulässige Last,charge admissible,carga permisible,carga admissível,carico ammissibile,přípustné zatížení,obciążenie dopuszczalne,izin verilen yük,tải cho phép,โหลดที่อนุญาต,SEM_491,허용 하중,许用载荷,容許荷重,carga permisible,load,true
TERM_492,曲げモーメント,bending moment,Biegemoment,moment de flexion,momento flector,momento fletor,momento flettente,ohybový moment,moment zginający,eğilme momenti,mô-men uốn,โมเมนต์ดัด,SEM_492,굽힘 모멘트,弯矩,彎矩,momento flexionante,load,true
TERM_493,横荷重,lateral load,Querlast,charge latérale,carga lateral,carga lateral,carico laterale,příčné zatížení,obciążenie poprzeczne,yanal yük,tải ngang,โหลดด้านข้าง,SEM_493,횡하중,横向载荷,橫向荷重,carga lateral,load,true
TERM_494,サービスファクタ,service factor,Betriebsfaktor,facteur de service,factor de servicio,fator de serviço,fattore di servizio,provozní faktor,współczynnik eksploatacji,servis faktörü,hệ số dịch vụ,แฟกเตอร์การใช้งาน,SEM_494,서비스 팩터,使用系数,使用係數,factor de servicio,performance,true
TERM_495,運転効率,operating efficiency,Betriebswirkungsgrad,efficacité de fonctionnement,eficiencia operativa,eficiência operacional,efficienza operativa,provozní účinnost,sprawność eksploatacyjna,çalışma verimliliği,hiệu suất hoạt động,ประสิทธิภาพการทำงาน,SEM_495,운전 효율,运行效率,運轉效率,eficiencia operativa,performance,true
TERM_496,取付,installation,Montage,installation,instalación,instalação,installazione,instalace,instalacja,kurulum,lắp đặt,การติดตั้ง,SEM_496,설치,安装,安裝,instalación,installation,true
TERM_497,試運転,commissioning,Inbetriebnahme,mise en service,puesta en marcha,comissionamento,messa in servizio,uvedení do provozu,uruchomienie,devreye alma,chạy thử,การเริ่มใช้งาน,SEM_497,시운전,试运行,試運轉,puesta en marcha,commissioning,true
TERM_498,初期設定,initial setup,Ersteinrichtung,configuration initiale,configuración inicial,configuração inicial,configurazione iniziale,počáteční nastavení,konfiguracja początkowa,ilk kurulum,thiết lập ban đầu,การตั้งค่าเริ่มต้น,SEM_498,초기 설정,初始设置,初始設定,configuración inicial,setup,true
TERM_499,校正,calibration,Kalibrierung,étalonnage,calibración,calibração,calibrazione,kalibrace,kalibracja,kalibrasyon,hiệu chuẩn,การสอบเทียบ,SEM_499,교정,校准,校正,calibración,calibration,true
TERM_500,調整値,adjustment value,Einstellwert,valeur de réglage,valor de ajuste,valor de ajuste,valore di regolazione,hodnota nastavení,wartość regulacji,ayar değeri,giá trị điều chỉnh,ค่าการปรับ,SEM_500,조정값,调整值,調整值,valor de ajuste,adjustment,true
TERM_501,操作マニュアル,operating manual,Bedienungsanleitung,manuel d'utilisation,manual de operación,manual de operação,manuale operativo,provozní příručka,instrukcja obsługi,kullanım kılavuzu,sổ tay vận hành,คู่มือการใช้งาน,SEM_501,조작 매뉴얼,操作手册,操作手冊,manual de operación,documentation,true
TERM_502,保守マニュアル,maintenance manual,Wartungsanleitung,manuel de maintenance,manual de mantenimiento,manual de manutenção,manuale di manutenzione,servisní příručka,instrukcja konserwacji,bakım kılavuzu,sổ tay bảo trì,คู่มือการบำรุงรักษา,SEM_502,보수 매뉴얼,维护手册,保養手冊,manual de mantenimiento,documentation,true
TERM_503,部品リスト,parts list,Teileliste,liste des pièces,lista de piezas,lista de peças,elenco parti,seznam dílů,lista części,parça listesi,danh sách chi tiết,รายการชิ้นส่วน,SEM_503,부품 리스트,零件清单,零件清單,lista de piezas,documentation,true
TERM_504,チューブ外径,Tube O.D.,Schlauch-Außendurchmesser,diamètre extérieur du tube,diámetro exterior del tubo,diâmetro externo do tubo,diametro esterno del tubo,vnější průměr hadice,średnica zewnętrzna węża,hortum dış çapı,đường kính ngoài của ống,เส้นผ่านศูนย์กลางภายนอกของท่อ,SEM_504,튜브 외경,管外径,管外徑,diámetro exterior del tubo,specifications,true
TERM_505,チューブ内径,Tube I.D.,Schlauch-Innendurchmesser,diamètre intérieur du tube,diámetro interior del tubo,diâmetro interno do tubo,diametro interno del tubo,vnitřní průměr hadice,średnica wewnętrzna węża,hortum iç çapı,đường kính trong của ống,เส้นผ่านศูนย์กลางภายในของท่อ,SEM_505,튜브 내경,管内径,管內徑,diámetro interior del tubo,specifications,true
TERM_506,シリンダ径,Cylinder Bore Size,Zylinderdurchmesser,diamètre du cylindre,diámetro del cilindro,diâmetro do cilindro,diametro del cilindro,průměr válce,średnica cylindra,silindir çapı,đường kính xi lanh,เส้นผ่านศูนย์กลางของกระบอกสูบ,SEM_506,실린더 직경,气缸缸径,氣缸缸徑,diámetro del cilindro,specifications,true
TERM_507,体系表,Series selection guide,Auswahlhandbuch der Baureihen,guide de sélection de série,guía de selección de series,guia de seleção de séries,guida alla selezione delle serie,průvodce výběrem série,przewodnik wyboru serii,seri seçim kılavuzu,hướng dẫn chọn sê-ri,คู่มือการเลือกซีรีส์,SEM_507,시리즈 선택 가이드,系列选择指南,系列選擇指南,guía de selección de series,documentation,true
TERM_508,φD,øD,øD,øD,øD,øD,øD,øD,øD,øD,øD,øD,SEM_508,øD,øD,øD,øD,specifications,true
TERM_509,ショックキラー,shock absorber,Stoßdämpfer,amortisseur de chocs,amortiguador de choque,amortecedor de choque,ammortizzatore,tlumič nárazů,amortyzator wstrząsów,şok emici,bộ giảm xóc,ตัวดูดซับแรงกระแทก,SEM_509,쇼크 업소버,缓冲器,緩衝器,amortiguador de choque,pneumatics,true
TERM_504,"""シリンダ"" (cylinder)","Protected text enters USI semantic layer (Agents 1-3, 5-59)",Sentence-initial words (check if noun or not),"translation,","- ""Shock Killer"" → Never translate (trademark)",768-Dimensional Semantic Vector Space,"Translator mistakenly uses ""ATTENZIONE"" (CAUTION) instead of ""PERICOLO""",,,,,- Spanish (Spain/European) - ES,"Opening tag [uf ufcatid=""..."" ...}",,,,,,true
